t_ms,seq,rtt_ms
28785,554,0.146
28835,555,0.079
28886,556,0.071
28937,557,0.074
28990,558,1.730
29041,559,0.077
29095,560,0.090
29142,561,0.100
29193,562,0.066
29247,563,0.110
29298,564,0.079
29349,565,0.069
29400,566,0.086
29457,567,0.133
29504,568,0.072
29553,569,0.075
29604,570,0.076
29655,571,0.104
29706,572,0.068
29757,573,0.067
29808,574,0.177
29859,575,0.067
29910,576,0.071
29961,577,0.068
30023,578,0.098
