seq,rtt_ms
532,0.077
533,0.081
534,0.094
535,0.085
536,0.076
537,0.119
538,0.099
539,0.112
540,0.082
541,0.085
542,0.098
543,0.069
544,0.093
545,0.128
546,0.117
547,0.099
548,0.073
549,0.086
550,0.092
551,0.071
552,0.066
553,0.070
554,0.097
555,0.068
556,0.068
557,0.066
558,0.079
559,0.100
560,0.070
561,0.070
562,0.094
563,0.085
564,0.086
565,0.078
566,0.130
567,0.097
568,0.088
569,0.118
570,0.118
571,0.086
572,0.134
573,0.092
574,0.096
575,0.090
576,0.070
577,0.094
578,0.068
579,0.107
580,0.068
581,0.062
582,0.068
583,0.088
584,0.072
585,0.197
586,0.134
587,0.149
588,0.077
589,0.068
590,0.079
591,0.094
592,0.079
593,0.110
594,0.083
595,0.097
596,0.109
597,0.103
598,0.070
599,0.089
600,0.071
