seq,rtt_ms
1,16.6
2,22.0
3,20.7
4,20.2
5,16.7
6,16.7
7,16.8
8,16.7
9,20.9
10,21.0
11,21.4
12,20.7
13,21.0
14,20.7
15,21.0
16,21.8
17,19.5
18,22.3
19,20.1
20,20.4
21,21.1
22,21.5
23,17.0
24,17.6
25,19.9
26,20.5
27,20.2
28,21.6
29,21.7
30,20.2
31,21.0
32,21.6
33,21.3
34,21.4
35,21.8
36,21.5
37,18.6
38,20.9
39,19.1
40,21.3
41,21.3
42,21.5
43,19.7
44,17.7
45,17.2
46,19.7
47,19.5
48,21.6
49,21.9
50,21.9
51,21.1
52,21.5
53,21.1
54,20.9
55,20.9
56,21.6
57,20.6
58,20.1
59,21.8
60,22.8
61,21.7
62,19.7
63,19.7
64,17.5
65,20.9
66,21.1
67,19.4
68,20.9
69,20.3
70,21.6
71,21.6
72,20.6
73,21.7
74,20.6
75,19.1
76,21.1
77,19.5
78,20.8
79,20.8
80,21.3
81,21.1
82,21.5
83,20.9
84,17.4
85,20.6
86,21.6
87,19.8
88,21.2
89,21.3
90,21.8
91,21.2
92,21.1
93,20.9
94,20.9
95,21.4
96,21.7
97,20.0
98,20.1
99,20.7
100,20.1
101,21.2
102,21.8
103,20.7
104,17.6
105,21.1
106,19.9
107,20.6
108,20.7
109,22.2
110,19.2
111,21.2
112,20.9
113,21.9
114,21.7
115,21.1
116,20.9
117,20.4
118,19.4
119,20.8
120,18.0
121,20.2
122,21.6
123,19.5
124,17.8
125,19.7
126,20.5
127,20.4
128,21.9
129,19.8
130,21.1
131,21.0
132,21.8
133,22.3
134,22.0
135,21.6
136,21.3
137,21.5
138,19.0
139,20.6
140,18.7
141,20.6
142,21.3
143,19.8
144,17.8
145,16.8
146,22.0
147,20.9
148,21.9
149,19.2
150,20.7
151,21.1
152,21.6
153,22.0
154,21.2
155,22.2
156,21.7
157,20.9
158,21.1
159,20.7
160,19.7
161,21.3
162,22.0
163,20.6
164,17.4
165,19.5
166,19.6
167,16.8
168,21.7
169,17.4
170,19.8
171,21.1
172,21.0
173,21.3
174,21.5
175,21.1
176,19.7
177,21.7
178,20.7
179,21.0
180,19.5
181,21.3
182,22.0
183,20.6
184,17.7
185,19.6
186,18.3
187,21.7
188,22.0
189,22.1
190,21.0
191,21.4
192,21.9
193,21.4
194,22.2
195,19.6
196,21.5
197,21.8
198,20.9
199,20.2
200,20.2
201,21.1
202,21.5
203,20.5
204,17.8
205,17.4
206,22.2
207,22.3
208,21.8
209,22.0
210,22.0
211,21.5
212,21.7
213,21.4
214,22.0
215,21.3
216,21.1
217,21.5
218,21.3
219,20.0
220,19.8
221,21.2
222,21.9
223,21.2
224,18.0
225,21.0
226,19.9
227,21.5
228,21.2
229,19.8
230,19.8
231,20.3
232,21.6
233,17.6
234,21.0
235,21.9
236,21.9
237,20.9
238,19.1
239,17.3
240,16.5
241,21.3
242,19.8
243,21.2
244,18.6
245,17.2
246,21.2
247,21.2
248,22.0
249,21.9
250,20.7
251,21.2
252,17.5
253,17.3
254,21.3
255,22.2
256,22.0
257,21.6
258,21.1
259,20.8
260,17.0
261,21.4
262,19.5
263,21.2
264,18.3
265,20.9
266,20.1
267,22.0
268,21.7
269,20.9
270,19.2
271,21.2
272,21.9
273,22.1
274,21.1
275,21.4
276,22.0
277,19.4
278,21.3
279,21.1
280,16.8
281,20.9
282,22.1
283,21.8
284,17.2
285,20.9
286,16.7
287,17.6
288,17.3
289,17.6
290,17.6
291,16.5
292,17.8
293,17.4
294,16.5
295,17.4
296,17.3
297,16.6
298,16.8
299,17.9
300,17.6
301,17.8
302,17.1
303,17.2
304,17.0
305,17.1
306,17.4
307,17.7
308,16.5
309,17.3
310,17.4
311,17.3
312,17.3
313,17.3
314,17.4
315,17.6
316,17.6
317,17.3
318,17.7
319,17.3
320,17.2
321,17.2
322,17.4
323,17.3
324,17.2
325,17.7
326,17.0
327,16.9
328,17.3
329,17.2
330,17.4
331,16.6
332,16.4
333,17.3
334,17.0
335,17.4
336,20.1
337,19.6
338,21.0
339,21.0
340,17.9
341,20.5
342,20.3
343,21.6
344,17.8
345,17.1
346,17.5
347,19.9
348,22.0
349,21.9
350,20.0
351,17.3
352,16.7
353,17.6
354,17.3
355,16.8
356,17.3
357,17.1
358,20.2
359,17.4
360,16.4
361,17.5
362,17.2
363,17.3
364,16.5
365,16.7
366,17.0
367,17.3
368,18.8
369,21.1
370,21.1
371,21.4
372,21.2
373,21.1
374,21.1
375,21.2
376,21.2
377,21.5
378,19.9
379,19.7
380,18.6
381,21.9
382,21.9
383,21.3
384,17.6
385,19.9
386,19.0
387,21.2
388,20.4
389,19.7
390,21.6
391,21.5
392,21.6
393,21.6
394,21.2
395,21.4
396,21.6
397,21.7
398,19.7
399,21.0
400,19.0
401,21.2
402,21.7
403,21.3
404,17.4
405,21.2
406,18.6
407,21.2
408,18.2
409,21.0
410,21.7
411,21.3
412,18.6
413,17.1
414,16.4
415,21.4
416,21.6
417,20.4
418,19.3
419,21.3
420,17.2
421,19.8
422,21.1
423,22.3
424,17.5
425,18.6
426,18.0
427,21.3
428,18.7
429,21.5
430,20.9
431,21.6
432,20.3
433,21.2
434,21.7
435,21.2
436,21.5
437,21.3
438,19.0
439,20.9
440,17.2
441,20.2
442,18.2
443,21.3
444,18.1
445,17.6
446,20.2
447,21.3
448,21.6
449,20.5
450,22.6
451,21.3
452,19.9
453,21.6
454,21.0
455,21.8
456,21.8
457,21.0
458,19.6
459,20.4
460,19.0
461,21.4
462,22.3
463,21.8
464,17.8
465,18.8
466,21.0
467,21.3
468,18.8
469,19.9
470,22.4
471,21.3
472,20.0
473,21.7
474,21.1
475,21.4
476,21.3
477,21.9
478,20.3
479,20.8
480,19.3
481,21.7
482,21.9
483,21.9
484,18.5
485,17.4
486,19.6
487,20.0
488,19.7
489,19.1
490,21.4
491,21.5
492,22.4
493,21.6
494,21.5
495,20.7
496,21.8
497,21.9
498,19.1
499,20.3
500,20.2
501,21.9
502,21.5
503,21.3
504,18.3
505,19.8
506,20.7
507,19.6
508,19.4
509,19.5
510,20.0
511,21.6
512,21.4
513,21.7
514,21.8
515,21.9
516,21.4
517,20.9
518,19.4
519,21.2
520,17.2
521,21.3
522,22.0
523,20.5
524,17.6
525,19.7
526,20.7
527,20.2
528,20.2
529,21.9
530,18.3
531,21.5
532,20.0
533,20.6
534,21.4
535,21.3
536,22.6
537,21.5
538,19.9
539,21.6
540,20.1
541,21.5
542,18.2
543,21.5
544,17.8
545,17.2
546,21.2
547,18.5
548,20.2
549,20.4
550,22.0
551,20.2
552,21.4
553,22.0
554,21.4
555,21.5
556,21.9
557,21.4
558,20.6
559,20.5
560,16.7
561,21.0
562,21.8
563,21.5
564,18.1
565,20.1
566,21.3
567,18.9
568,20.8
569,20.6
570,20.6
571,21.5
572,21.5
573,20.1
574,21.3
575,21.6
576,21.6
577,21.6
578,20.7
579,20.1
580,20.2
581,19.1
582,20.8
583,21.4
584,18.5
585,20.7
586,20.0
587,20.7
588,19.4
589,21.5
590,20.4
591,20.5
592,21.5
593,20.7
594,20.7
595,19.6
596,21.9
597,21.3
598,21.2
599,21.4
600,19.9
