seq,rtt_ms
1,16.5
2,16.4
3,19.2
4,21.1
5,21.3
6,21.6
7,20.3
8,19.8
9,20.6
10,20.7
11,20.2
12,21.2
13,19.9
14,20.5
15,20.0
16,21.2
17,21.4
18,17.4
19,20.5
20,21.0
21,20.3
22,17.0
23,21.4
24,20.2
25,16.6
26,17.5
27,20.0
28,16.5
29,16.5
30,17.3
31,17.9
32,16.7
33,16.6
34,20.2
35,19.3
36,16.7
37,17.4
38,16.9
39,16.4
40,17.9
41,17.0
42,21.4
43,17.0
44,19.0
45,20.8
46,21.0
47,21.8
48,21.9
49,20.1
50,21.4
51,21.2
52,21.5
53,20.1
54,20.4
55,20.8
56,21.0
57,21.4
58,17.6
59,21.5
60,21.4
61,17.6
62,21.3
63,21.4
64,20.1
65,21.0
66,21.7
67,21.5
68,22.1
69,20.3
70,21.3
71,21.1
72,20.3
73,20.6
74,19.3
75,20.2
76,21.3
77,20.7
78,17.8
79,20.3
80,21.5
81,18.1
82,21.4
83,21.8
84,21.3
85,21.6
86,21.4
87,19.8
88,19.9
89,16.9
90,20.2
91,16.7
92,16.5
93,16.7
94,16.8
95,17.7
96,20.1
97,21.3
98,17.4
99,16.9
100,17.0
101,16.9
102,18.3
103,18.5
104,17.4
105,17.8
106,21.2
107,20.1
108,21.1
109,19.7
110,19.9
111,19.8
112,22.0
113,20.0
114,16.5
115,20.8
116,21.7
117,21.5
118,17.7
119,19.5
120,21.5
121,17.2
122,19.3
123,20.6
124,21.3
125,21.6
126,21.7
127,21.8
128,19.1
129,19.1
130,20.1
131,21.5
132,21.3
133,21.5
134,16.5
135,21.4
136,20.2
137,21.5
138,17.6
139,17.1
140,21.1
141,18.7
142,21.1
143,18.4
144,16.4
145,21.9
146,22.0
147,21.4
148,21.6
149,16.5
150,20.4
151,21.3
152,21.6
153,20.4
154,21.2
155,21.9
156,20.4
157,21.6
158,17.4
159,16.6
160,21.2
161,17.6
162,20.4
163,20.7
164,22.0
165,21.6
166,21.6
167,21.2
168,20.8
169,16.7
170,20.2
171,20.9
172,21.6
173,20.3
174,19.6
175,21.6
176,22.0
177,21.6
178,17.9
179,19.2
180,21.2
181,18.5
182,21.0
183,20.7
184,21.6
185,21.7
186,21.4
187,21.3
188,21.4
189,16.9
190,19.6
191,18.9
192,19.4
193,16.6
194,18.4
195,17.1
196,16.5
197,16.5
198,17.8
199,17.5
200,20.3
201,16.8
202,16.5
203,16.9
204,17.2
205,17.3
206,17.6
207,17.3
208,17.5
209,16.5
210,16.9
211,17.0
212,17.1
213,17.4
214,16.5
215,17.0
216,17.3
217,17.2
218,17.3
219,16.9
220,17.3
221,17.3
222,16.8
223,17.2
224,17.2
225,16.4
226,17.2
227,17.9
228,17.3
229,17.2
230,17.2
231,17.6
232,17.3
233,17.6
234,17.3
235,17.2
236,17.5
237,17.2
238,17.2
239,16.9
240,17.2
241,17.3
242,16.9
243,16.5
244,16.5
245,16.4
246,17.3
247,17.4
248,17.3
249,17.5
250,17.3
251,17.9
252,17.8
253,16.7
254,17.4
255,17.8
256,20.9
257,19.8
258,18.3
259,19.8
260,21.7
261,20.4
262,19.7
263,20.8
264,22.3
265,20.9
266,21.4
267,21.0
268,20.6
269,18.9
270,17.3
271,17.4
272,17.4
273,17.7
274,17.3
275,17.0
276,17.4
277,17.2
278,16.9
279,17.6
280,17.4
281,17.3
282,16.6
283,17.3
284,17.1
285,17.1
286,19.8
287,20.6
288,21.7
289,18.6
290,21.6
291,21.1
292,20.8
293,18.9
294,19.3
295,20.3
296,22.0
297,20.7
298,17.4
299,19.3
300,20.9
301,21.5
302,21.1
303,34.9
304,21.1
305,20.5
306,21.8
307,20.9
308,21.8
309,20.4
310,21.0
311,21.7
312,19.7
313,19.3
314,21.5
315,20.6
316,21.6
317,20.4
318,17.2
319,19.7
320,21.6
321,20.6
322,20.9
323,18.6
324,20.5
325,21.7
326,20.9
327,21.0
328,21.7
329,20.3
330,21.5
331,21.7
332,21.2
333,20.4
334,21.0
335,21.2
336,21.4
337,22.2
338,17.2
339,17.5
340,21.2
341,20.7
342,21.4
343,20.7
344,20.9
345,17.4
346,19.6
347,21.6
348,20.3
349,20.7
350,21.7
351,21.5
352,21.6
353,20.4
354,19.7
355,21.5
356,21.4
357,20.4
358,18.8
359,16.8
360,16.8
361,17.2
362,17.2
363,20.6
364,21.1
365,20.8
366,20.6
367,21.8
368,21.7
369,20.2
370,21.7
371,21.4
372,21.7
373,20.1
374,20.9
375,22.0
376,19.5
377,20.5
378,17.4
379,21.1
380,20.4
381,20.6
382,20.9
383,19.6
384,20.4
385,19.5
386,19.8
387,21.8
388,20.9
389,21.2
390,21.9
391,21.5
392,20.1
393,19.2
394,21.2
395,20.3
396,21.9
397,21.1
398,17.6
399,20.3
400,20.8
401,20.6
402,20.9
403,19.3
404,19.9
405,21.1
406,21.6
407,21.6
408,21.6
409,21.9
410,21.2
411,21.2
412,20.6
413,20.0
414,20.0
415,19.8
416,20.2
417,21.1
418,17.4
419,21.4
420,21.6
421,20.8
422,20.9
423,18.2
424,20.6
425,18.1
426,21.5
427,21.8
428,21.3
429,21.2
