seq,rtt_ms
1,0.066
2,0.123
3,0.123
4,0.123
5,0.125
6,0.123
7,0.150
8,0.124
9,0.164
10,0.125
11,0.099
12,0.123
13,0.123
14,0.125
15,0.122
16,0.203
17,0.146
18,0.088
19,0.100
20,0.124
21,0.125
22,0.126
23,0.124
24,0.125
25,0.156
26,0.123
27,0.124
28,0.183
29,0.124
30,0.118
31,0.124
32,0.124
33,0.123
34,0.098
35,0.123
36,0.122
37,0.124
38,0.123
39,0.100
40,0.155
41,0.125
42,0.123
43,0.124
44,0.124
45,0.123
46,0.125
47,0.124
48,0.123
49,0.122
50,0.122
51,0.125
52,0.124
53,0.124
54,0.124
55,0.127
56,0.093
57,0.175
58,0.169
59,0.099
60,0.123
61,0.123
62,0.100
63,0.124
64,0.124
65,0.123
66,0.123
67,0.111
68,0.125
69,0.125
70,0.124
71,0.125
72,0.098
73,0.123
74,0.125
75,0.125
76,0.123
77,0.122
78,0.100
79,0.103
80,0.122
81,0.124
82,0.101
83,0.123
84,0.124
85,0.125
86,0.122
87,0.126
88,0.125
89,0.125
90,0.122
91,0.128
92,0.122
93,0.124
94,0.123
95,0.108
96,0.097
97,0.094
98,0.095
99,0.137
100,0.099
101,0.153
102,0.124
103,0.126
104,0.124
105,0.125
106,0.124
107,0.139
108,0.101
109,0.100
110,0.124
111,0.138
112,0.101
113,0.124
114,0.125
115,0.097
116,0.089
117,0.140
118,0.124
119,0.123
120,0.151
121,0.123
122,0.123
123,0.123
124,0.124
125,0.123
126,0.124
127,0.263
128,0.100
129,0.125
130,0.124
131,0.100
132,0.099
133,0.105
134,0.081
135,0.103
136,0.124
137,0.130
138,0.089
139,0.103
140,0.125
141,0.125
142,0.124
143,0.124
144,0.124
145,0.125
146,0.163
147,0.190
148,0.124
149,0.124
150,0.123
151,0.092
152,0.089
153,0.124
154,0.089
155,0.126
156,0.148
157,0.167
158,0.124
159,0.124
160,0.124
161,0.125
162,0.125
163,0.125
164,0.124
165,0.173
166,0.156
167,0.133
168,0.125
169,0.126
170,0.126
171,0.124
172,0.124
173,0.124
174,0.168
175,0.127
176,0.124
177,0.192
178,0.127
179,0.124
180,0.126
181,0.126
182,0.088
183,0.101
184,0.116
185,0.110
186,0.090
187,0.093
188,0.092
189,0.079
190,0.089
191,0.089
192,0.089
193,0.092
194,0.078
195,0.090
196,0.090
197,0.080
198,0.090
199,0.079
200,0.088
201,0.081
202,0.089
203,0.087
204,0.144
205,0.085
206,0.089
207,0.085
208,0.101
209,0.085
210,0.088
211,0.087
212,0.087
213,0.087
214,0.087
215,0.087
216,0.089
217,0.088
218,0.111
219,0.088
220,0.086
221,0.085
222,0.087
223,0.091
224,0.085
225,0.085
226,0.089
227,0.083
228,0.096
229,0.085
230,0.087
231,0.085
232,0.078
233,0.097
234,0.173
235,0.122
236,0.099
237,0.121
238,0.120
239,0.100
240,0.123
241,0.124
242,0.123
243,0.123
244,0.122
245,0.122
246,0.161
247,0.158
248,0.123
249,0.085
250,0.095
251,0.081
252,0.087
253,0.086
254,0.090
255,0.089
256,0.088
257,0.084
258,0.089
259,0.103
260,0.093
261,0.085
262,0.086
263,0.086
264,0.087
265,0.124
266,0.123
267,0.122
268,0.125
269,0.124
270,0.122
271,0.176
272,0.123
273,0.098
274,0.100
275,0.125
276,0.117
277,0.124
278,0.124
279,0.126
280,0.122
281,0.123
282,0.126
283,0.127
284,0.124
285,0.124
286,0.123
287,0.123
288,0.152
289,0.141
290,0.124
291,0.101
292,0.100
293,0.124
294,0.100
295,0.127
296,0.124
297,0.125
298,0.122
299,0.123
300,0.123
301,0.124
302,0.125
303,0.100
304,0.124
305,0.125
306,0.100
307,0.128
308,0.099
309,0.124
310,0.125
311,0.101
312,0.086
313,0.100
314,0.123
315,0.123
316,0.125
317,0.180
318,0.124
319,0.126
320,0.124
321,0.124
322,0.123
323,0.124
324,0.126
325,0.125
326,0.102
327,0.192
328,0.123
329,0.124
330,0.126
331,0.128
332,0.125
333,0.100
334,0.124
335,0.124
336,0.126
337,0.124
338,0.125
339,0.125
340,0.125
341,0.126
342,0.124
343,0.127
344,0.126
345,0.123
346,0.125
347,0.182
348,0.122
349,0.125
350,0.088
351,0.101
352,0.134
353,0.102
354,0.125
355,0.155
356,0.126
357,0.124
358,0.123
359,0.127
360,0.125
361,0.123
362,0.150
363,0.127
364,0.125
365,0.124
366,0.122
367,0.127
368,0.143
369,0.125
370,0.090
371,0.131
372,0.124
373,0.099
374,0.124
375,0.126
376,0.124
377,0.123
378,0.123
379,0.127
380,0.126
381,0.126
382,0.124
383,0.123
384,0.130
385,0.122
386,0.144
387,0.121
388,0.122
389,0.122
390,0.098
391,0.124
392,0.134
393,0.101
394,0.252
395,0.123
396,0.123
397,0.122
398,0.122
399,0.153
400,0.123
