seq,rtt_ms
1,0.051
2,0.091
3,0.112
4,0.088
5,0.113
6,0.112
7,0.113
8,0.114
9,0.111
10,0.113
11,0.118
12,0.111
13,0.112
14,0.111
15,0.113
16,0.110
17,0.090
18,0.091
19,0.112
20,0.112
21,0.114
22,0.093
23,0.080
24,0.112
25,0.111
26,0.109
27,0.111
28,0.112
29,0.111
30,0.111
31,0.111
32,0.111
33,0.113
34,0.113
35,0.110
36,0.111
37,0.114
38,0.110
39,0.112
40,0.111
41,0.109
42,0.090
43,0.088
44,0.119
45,0.091
46,0.078
47,0.112
48,0.110
49,0.111
50,0.111
51,0.111
52,0.089
53,0.089
54,0.111
55,0.110
56,0.111
57,0.112
58,0.112
59,0.111
60,0.138
61,0.116
62,0.111
63,0.156
64,0.090
65,0.112
66,0.111
67,0.093
68,0.111
69,0.113
70,0.112
71,0.112
72,0.090
73,0.112
74,0.112
75,0.110
76,0.112
77,0.109
78,0.110
79,0.111
80,0.093
81,0.086
82,0.087
83,0.086
84,0.115
85,0.112
86,0.111
87,0.112
88,0.110
89,0.111
90,0.112
91,0.111
92,0.117
93,0.112
94,0.109
95,0.089
96,0.111
97,0.089
98,0.090
99,0.111
100,0.081
101,0.108
102,0.078
103,0.091
104,0.112
105,0.111
106,0.116
107,0.111
108,0.111
109,0.111
110,0.113
111,0.114
112,0.111
113,0.123
114,0.111
115,0.140
116,0.113
117,0.091
118,0.093
119,0.112
120,0.088
121,0.102
122,0.089
123,0.091
124,0.112
125,0.110
126,0.110
127,0.111
128,0.113
129,0.112
130,0.112
131,0.165
132,0.112
133,0.110
134,0.112
135,0.112
136,0.110
137,0.110
138,0.111
139,0.081
140,0.091
141,0.096
142,0.092
143,0.111
144,0.114
145,0.110
146,0.090
147,0.112
148,0.110
149,0.113
150,0.113
151,0.090
152,0.110
153,0.112
154,0.115
155,0.089
156,0.124
157,0.113
158,0.111
159,0.095
160,0.113
161,0.120
162,0.112
163,0.089
164,0.130
165,0.091
166,0.092
167,0.110
168,0.109
169,0.109
170,0.090
171,0.091
172,0.110
173,0.112
174,0.111
175,0.112
176,0.090
177,0.134
178,0.122
179,0.089
180,0.090
181,0.088
182,0.111
183,0.113
184,0.110
185,0.136
186,0.112
187,0.110
188,0.112
189,0.112
190,0.116
191,0.112
192,0.112
193,0.110
194,0.184
195,0.110
196,0.111
197,0.110
198,0.072
199,0.110
200,0.174
201,0.110
202,0.092
203,0.111
204,0.111
205,0.111
206,0.110
207,0.111
208,0.111
209,0.110
210,0.110
211,0.110
212,0.110
213,0.110
214,0.163
215,0.112
216,0.089
217,0.111
218,0.080
219,0.088
220,0.071
221,0.088
222,0.111
223,0.110
224,0.160
225,0.113
226,0.111
227,0.112
228,0.112
229,0.109
230,0.108
231,0.106
232,0.107
233,0.109
234,0.273
235,0.110
236,0.109
237,0.079
238,0.110
239,0.108
240,0.088
241,0.109
242,0.109
243,0.109
244,0.152
245,0.110
246,0.109
247,0.089
248,0.110
249,0.160
250,0.113
251,0.110
252,0.112
253,0.090
254,0.166
255,0.110
256,0.110
257,0.089
258,0.111
259,0.089
260,0.091
261,0.111
262,0.114
263,0.111
264,0.165
265,0.108
266,0.092
267,0.090
268,0.110
269,0.110
270,0.111
271,0.118
272,0.113
273,0.111
274,0.162
275,0.123
276,0.115
277,0.110
278,0.088
279,0.090
280,0.111
281,0.109
282,0.113
283,0.110
284,0.149
285,0.168
286,0.114
287,0.110
288,0.112
289,0.110
290,0.109
291,0.112
292,0.109
293,0.111
294,0.157
295,0.112
296,0.073
297,0.110
298,0.094
299,0.111
300,0.111
301,0.112
302,0.110
303,0.109
304,0.166
305,0.113
306,0.089
307,0.109
308,0.141
309,0.109
310,0.112
311,0.112
312,0.110
313,0.112
314,0.113
315,0.090
316,0.084
317,0.090
318,0.089
319,0.111
320,0.090
321,0.108
322,0.113
323,0.111
324,0.118
325,0.110
326,0.110
327,0.111
328,0.110
329,0.109
330,0.109
331,0.108
332,0.111
333,0.090
334,0.113
335,0.082
336,0.079
337,0.088
338,0.110
339,0.111
340,0.112
341,0.112
342,0.110
343,0.112
344,0.118
345,0.112
346,0.091
347,0.139
348,0.112
349,0.111
350,0.110
351,0.111
352,0.110
353,0.110
354,0.111
355,0.110
356,0.111
357,0.077
358,0.113
359,0.110
360,0.134
361,0.112
362,0.110
363,0.138
364,0.111
365,0.108
366,0.109
367,0.129
368,0.109
369,0.110
370,0.163
371,0.112
372,0.113
373,0.117
374,0.112
375,0.110
376,0.110
377,0.112
378,0.109
379,0.108
380,0.112
381,0.113
382,0.111
383,0.119
384,0.113
385,0.112
386,0.109
387,0.112
388,0.110
389,0.110
390,0.111
391,0.111
392,0.111
393,0.141
394,0.091
395,0.111
396,0.111
397,0.112
398,0.110
399,0.111
400,0.111
