seq,rtt_ms
1,0.144
2,0.080
3,0.129
4,0.100
5,0.073
6,0.071
7,0.071
8,0.072
9,0.073
10,0.070
11,0.070
12,0.077
13,0.122
14,0.072
15,0.070
16,0.071
17,0.073
18,0.067
19,0.092
20,0.065
21,0.092
22,0.098
23,0.069
24,0.064
25,0.068
26,0.072
27,0.064
28,0.066
29,0.067
30,0.065
31,0.064
32,0.122
33,0.080
34,0.080
35,0.076
36,0.072
37,0.083
38,0.081
39,0.071
40,0.071
41,0.073
42,0.107
43,0.148
44,0.123
45,0.085
46,0.085
47,0.083
48,0.083
49,0.089
50,0.089
51,0.110
52,0.108
53,0.090
54,0.084
55,0.085
56,0.083
57,0.080
58,0.080
59,0.072
60,0.070
61,0.133
62,0.086
63,0.107
64,0.079
65,0.077
66,0.103
67,0.074
68,0.073
69,0.072
70,0.073
71,0.101
72,0.146
73,0.074
74,0.072
75,0.074
76,0.072
77,0.069
78,0.080
79,0.067
80,0.065
