seq,rtt_ms
1,0.237
2,0.109
3,0.079
4,0.068
5,0.098
6,0.079
7,0.072
8,0.072
9,0.066
10,0.078
11,0.071
12,0.071
13,0.073
14,0.074
15,0.072
16,0.063
17,0.064
18,0.078
19,0.075
20,0.072
21,0.073
22,0.106
23,0.072
24,0.103
25,0.125
26,0.104
27,0.075
28,0.068
29,0.074
30,0.105
31,0.073
32,0.072
33,0.073
34,0.080
35,0.073
36,0.106
37,0.073
38,0.075
39,0.108
40,0.074
41,0.073
42,0.071
43,0.075
44,0.113
45,0.078
46,0.099
47,0.079
48,0.077
49,0.067
50,0.066
51,0.067
52,0.065
53,0.066
54,0.065
55,0.067
56,0.064
57,0.074
58,0.075
59,0.107
60,0.073
61,0.073
62,0.065
63,0.123
64,0.121
65,0.066
66,0.062
67,0.066
68,0.061
69,0.074
70,0.073
71,0.072
72,0.071
73,0.070
74,0.071
75,0.072
76,0.070
77,0.140
78,0.089
79,0.072
80,0.071
