t_ms,seq,rtt_ms
66,1,0.224
118,2,0.136
167,3,0.086
219,4,0.069
271,5,0.069
322,6,0.078
372,7,0.073
424,8,0.078
476,9,0.113
528,10,0.071
579,11,0.074
631,12,0.077
683,13,0.073
735,14,0.086
787,15,0.072
839,16,0.077
891,17,0.077
942,18,0.074
993,19,0.074
1045,20,0.076
1096,21,0.076
1147,22,0.089
1198,23,0.072
1249,24,0.076
1299,25,0.074
1351,26,0.075
1403,27,0.075
1454,28,0.077
1506,29,0.112
1558,30,0.074
1608,31,0.075
1661,32,0.072
1712,33,0.068
1763,34,0.074
1814,35,0.074
1865,36,0.076
1917,37,0.073
1968,38,0.075
2020,39,0.106
2071,40,0.077
2122,41,0.122
2174,42,0.073
2225,43,0.075
2277,44,0.074
2328,45,0.077
2380,46,0.073
2431,47,0.075
2482,48,0.078
2533,49,0.121
2583,50,0.079
2634,51,0.071
2689,52,0.069
2741,53,0.069
2793,54,0.079
2843,55,0.074
2897,56,0.069
2948,57,0.078
2999,58,0.180
3051,59,0.072
3102,60,0.104
3156,61,0.112
3207,62,0.771
3258,63,0.079
3312,64,0.091
3363,65,0.071
3415,66,0.079
3467,67,0.080
3519,68,0.071
3570,69,0.069
3622,70,0.078
3672,71,0.077
3725,72,0.121
3778,73,0.083
3830,74,0.161
3882,75,1.230
3931,76,0.077
3981,77,0.071
4034,78,0.076
4086,79,0.077
4137,80,0.131
4188,81,0.081
4240,82,0.079
4291,83,0.075
4343,84,0.075
4394,85,0.105
4445,86,0.073
4497,87,0.076
4548,88,0.077
4598,89,0.073
4650,90,0.076
4701,91,0.072
4753,92,0.063
4804,93,0.079
4855,94,0.075
4906,95,0.075
4957,96,0.077
5008,97,0.070
5059,98,0.075
5110,99,0.072
5161,100,0.182
5212,101,0.077
5263,102,0.078
5314,103,0.075
5365,104,0.105
5416,105,0.116
5467,106,0.077
5518,107,0.075
5570,108,0.075
5620,109,0.075
5672,110,0.074
5723,111,0.074
5773,112,0.073
5826,113,0.072
5877,114,0.076
5928,115,0.072
5981,116,0.076
6033,117,0.071
6084,118,0.075
6135,119,0.094
6187,120,0.077
6239,121,0.078
6289,122,0.078
6342,123,0.075
6394,124,0.076
6445,125,0.077
6495,126,0.072
6548,127,0.075
6600,128,0.070
6650,129,0.077
6702,130,0.075
6754,131,0.107
6805,132,0.076
6856,133,0.115
6907,134,0.104
6959,135,0.072
7010,136,0.077
7062,137,0.080
7115,138,0.124
7167,139,0.078
7218,140,0.065
7270,141,0.068
7321,142,0.822
7374,143,0.067
7426,144,0.077
7477,145,0.096
7530,146,0.070
7581,147,0.078
7632,148,0.078
7684,149,0.080
7736,150,0.079
7789,151,0.135
7840,152,0.075
7891,153,0.071
7944,154,0.067
7994,155,0.078
8046,156,0.068
8097,157,0.069
8150,158,0.154
8202,159,0.109
8254,160,0.078
8304,161,0.074
8356,162,0.076
8407,163,0.088
8458,164,0.075
8511,165,0.068
8563,166,0.075
8613,167,0.073
8664,168,0.072
8720,169,0.071
8770,170,0.075
8822,171,0.096
8874,172,0.076
8929,173,0.071
8979,174,0.063
9030,175,0.067
9082,176,0.058
9137,177,0.067
9189,178,0.065
9241,179,0.109
9292,180,0.074
9345,181,0.086
9395,182,0.076
9445,183,0.069
9498,184,0.088
9554,185,0.088
9603,186,0.081
9656,187,0.079
9707,188,0.079
9759,189,0.072
9811,190,0.075
9862,191,0.075
9914,192,0.074
9970,193,0.103
10021,194,0.056
10073,195,0.073
10126,196,0.076
10178,197,0.066
10229,198,0.066
10280,199,0.087
10335,200,0.105
10385,201,0.075
10436,202,0.079
10487,203,0.068
10539,204,0.100
10592,205,0.070
10643,206,0.084
10696,207,0.074
10749,208,0.058
10799,209,0.047
10851,210,0.129
10902,211,0.103
