seq,rtt_ms
1,0.061
2,0.038
3,0.091
4,0.089
5,0.091
6,0.091
7,0.091
8,0.110
9,0.113
10,0.089
11,0.110
12,0.089
13,0.111
14,0.108
15,0.110
16,0.111
17,0.114
18,0.110
19,0.114
20,0.111
21,0.092
22,0.109
23,0.112
24,0.110
25,0.091
26,0.111
27,0.109
28,0.111
29,0.092
30,0.110
31,0.113
32,0.138
33,0.116
34,0.120
35,0.113
36,0.111
37,0.110
38,0.110
39,0.112
40,0.110
41,0.112
42,0.091
43,0.111
44,0.139
45,0.092
46,0.142
47,0.090
48,0.142
49,0.087
50,0.105
51,0.101
52,0.098
53,0.092
54,0.111
55,0.109
56,0.113
57,0.113
58,0.111
59,0.080
60,0.111
61,0.112
62,0.112
63,0.110
64,0.112
65,0.111
66,0.110
67,0.112
68,0.090
69,0.091
70,0.088
71,0.123
72,0.088
73,0.089
74,0.081
75,0.099
76,0.074
77,0.081
78,0.076
79,0.076
80,0.080
81,0.113
82,0.114
83,0.109
84,0.111
85,0.110
86,0.090
87,0.109
88,0.110
89,0.087
90,0.110
91,0.110
92,0.111
93,0.111
94,0.265
95,0.113
96,0.070
97,0.047
98,0.069
99,0.069
100,0.122
101,0.123
102,0.074
103,0.081
104,0.065
105,0.063
106,0.088
107,0.098
108,0.113
109,0.078
110,0.063
111,0.114
112,0.077
113,0.070
114,0.079
115,0.099
116,0.070
117,0.087
118,0.116
119,0.089
120,0.089
121,0.109
122,0.116
123,0.089
124,0.239
125,0.112
126,0.122
127,0.109
128,0.110
129,0.092
130,0.111
131,0.156
132,0.112
133,0.091
134,0.090
135,0.139
136,0.111
137,0.089
138,0.110
139,0.110
140,0.111
141,0.112
142,0.089
143,0.111
144,0.129
145,0.111
146,0.109
147,0.109
148,0.142
149,0.090
150,0.110
151,0.092
152,0.109
153,0.112
154,0.128
155,0.112
156,0.090
157,0.090
158,0.111
159,0.090
160,0.110
161,0.112
162,0.109
163,0.109
164,0.248
165,0.113
166,0.112
167,0.111
168,0.078
169,0.052
170,0.090
171,0.140
172,0.100
173,0.116
174,0.088
175,0.094
176,0.067
177,0.093
178,0.098
179,0.079
180,0.090
181,0.111
182,0.112
183,0.140
184,0.088
185,0.081
186,0.096
187,0.063
188,0.075
189,0.072
190,0.097
191,0.108
192,0.063
193,0.078
194,0.098
195,0.110
196,0.071
197,0.070
198,0.062
199,0.064
200,0.082
201,0.160
202,0.111
203,0.070
204,0.074
205,0.066
206,0.097
207,0.068
208,0.057
209,0.110
210,0.090
211,0.098
212,0.073
213,0.087
214,0.089
215,0.109
216,0.113
217,0.109
218,0.056
219,0.071
220,0.073
221,0.108
222,0.111
223,0.120
224,0.093
225,0.106
226,0.066
227,0.066
228,0.057
229,0.111
230,0.090
231,0.208
232,0.076
233,0.077
234,0.115
235,0.064
236,0.090
237,0.093
238,0.077
239,0.113
240,0.058
241,0.091
242,0.067
243,0.063
244,0.131
245,0.071
246,0.107
247,0.066
248,0.067
249,0.054
250,0.129
251,0.110
252,0.111
253,0.115
254,0.094
255,0.079
256,0.097
257,0.091
258,0.074
259,0.087
260,0.069
261,0.104
262,0.102
263,0.071
264,0.062
265,0.113
266,0.093
267,0.113
268,0.071
269,0.089
270,0.112
271,0.112
272,0.111
273,0.120
274,0.113
275,0.120
276,0.110
277,0.111
278,0.111
279,0.110
280,0.111
281,0.112
282,0.109
283,0.117
284,0.110
285,0.111
286,0.111
287,0.113
288,0.111
289,0.114
290,0.090
291,0.112
292,0.110
293,0.110
294,0.110
295,0.111
296,0.113
297,0.110
298,0.112
299,0.112
300,0.112
301,0.112
302,0.112
303,0.117
304,0.079
305,0.077
306,0.089
307,0.112
308,0.113
309,0.111
310,0.113
311,0.111
312,0.111
313,0.123
314,0.111
315,0.112
316,0.090
317,0.111
318,0.079
319,0.101
320,0.110
321,0.130
322,0.111
323,0.116
324,0.125
325,0.092
326,0.089
327,0.111
328,0.112
329,0.110
330,0.114
331,0.109
332,0.138
333,0.111
334,0.112
335,0.113
336,0.110
337,0.113
338,0.111
339,0.091
340,0.113
341,0.111
342,0.112
343,0.151
344,0.090
345,0.090
346,0.110
347,0.112
348,0.110
349,0.101
350,0.280
351,0.096
352,0.080
353,0.079
354,0.076
355,0.081
356,0.077
357,0.078
358,0.079
359,0.080
360,0.075
361,0.081
362,0.070
363,0.075
364,0.078
365,0.076
366,0.078
367,0.075
368,0.074
369,0.077
370,0.078
371,0.078
372,0.077
373,0.076
374,0.080
375,0.075
376,0.079
377,0.073
378,0.076
379,0.087
380,0.078
381,0.078
382,0.079
383,0.079
384,0.093
385,0.081
386,0.073
387,0.075
388,0.078
389,0.080
390,0.071
391,0.080
392,0.108
393,0.076
394,0.069
395,0.079
396,0.069
397,0.080
398,0.091
399,0.091
400,0.111
