seq,rtt_ms
1,0.051
2,0.110
3,0.113
4,0.111
5,0.111
6,0.113
7,0.111
8,0.091
9,0.111
10,0.114
11,0.207
12,0.114
13,0.113
14,0.112
15,0.112
16,0.111
17,0.091
18,0.111
19,0.090
20,0.112
21,0.113
22,0.115
23,0.114
24,0.112
25,0.090
26,0.113
27,0.110
28,0.095
29,0.090
30,0.113
31,0.112
32,0.113
33,0.113
34,0.151
35,0.112
36,0.111
37,0.112
38,0.112
39,0.112
40,0.126
41,0.114
42,0.113
43,0.114
44,0.113
45,0.112
46,0.114
47,0.147
48,0.091
49,0.092
50,0.112
51,0.113
52,0.113
53,0.112
54,0.140
55,0.112
56,0.112
57,0.111
58,0.114
59,0.111
60,0.136
61,0.112
62,0.114
63,0.112
64,0.114
65,0.112
66,0.112
67,0.091
68,0.112
69,0.113
70,0.117
71,0.113
72,0.113
73,0.111
74,0.114
75,0.114
76,0.112
77,0.090
78,0.113
79,0.111
80,0.113
81,0.112
82,0.115
83,0.111
84,0.113
85,0.112
86,0.091
87,0.091
88,0.113
89,0.140
90,0.113
91,0.113
92,0.113
93,0.113
94,0.115
95,0.113
96,0.140
97,0.111
98,0.114
99,0.112
100,0.113
101,0.114
102,0.113
103,0.111
104,0.142
105,0.113
106,0.092
107,0.113
108,0.111
109,0.111
110,0.097
111,0.042
112,0.113
113,0.112
114,0.112
115,0.111
116,0.159
117,0.111
118,0.143
119,0.138
120,0.112
121,0.114
122,0.092
123,0.112
124,0.131
125,0.113
126,0.092
127,0.113
128,0.113
129,0.113
130,0.168
131,0.113
132,0.111
133,0.111
134,0.110
135,0.110
136,0.111
137,0.113
138,0.137
139,0.162
140,0.112
141,0.112
142,0.114
143,0.111
144,0.112
145,0.112
146,0.089
147,0.142
148,0.113
149,0.112
150,0.111
151,0.112
152,0.112
153,0.113
154,0.113
155,0.115
156,0.091
157,0.113
158,0.111
159,0.113
160,0.110
161,0.111
162,0.111
163,0.113
164,0.112
165,0.110
166,0.112
167,0.111
168,0.111
169,0.111
170,0.111
171,0.113
172,0.111
173,0.136
174,0.090
175,0.113
176,0.139
177,0.110
178,0.113
179,0.106
180,0.079
181,0.086
182,0.109
183,0.110
184,0.112
185,0.112
186,0.089
187,0.111
188,0.111
189,0.112
190,0.113
191,0.146
192,0.112
193,0.079
194,0.111
195,0.114
196,0.112
197,0.111
198,0.139
199,0.112
200,0.091
201,0.114
202,0.115
203,0.112
204,0.113
205,0.113
206,0.111
207,0.112
208,0.139
209,0.112
210,0.112
211,0.111
212,0.113
213,0.114
214,0.093
215,0.113
216,0.112
217,0.131
218,0.113
219,0.111
220,0.112
221,0.112
222,0.078
223,0.090
224,0.079
225,0.079
226,0.078
227,0.079
228,0.079
229,0.072
230,0.079
231,0.078
232,0.071
233,0.080
234,0.079
235,0.080
236,0.071
237,0.076
238,0.082
239,0.079
240,0.075
241,0.080
242,0.105
243,0.075
244,0.094
245,0.077
246,0.077
247,0.073
248,0.079
249,0.079
250,0.077
251,0.075
252,0.076
253,0.070
254,0.076
255,0.078
256,0.077
257,0.081
258,0.079
259,0.078
260,0.071
261,0.077
262,0.081
263,0.077
264,0.107
265,0.081
266,0.081
267,0.071
268,0.080
269,0.080
270,0.078
271,0.079
272,0.110
273,0.089
274,0.113
275,0.110
276,0.111
277,0.088
278,0.089
279,0.089
280,0.110
281,0.111
282,0.164
283,0.090
284,0.109
285,0.112
286,0.091
287,0.079
288,0.080
289,0.085
290,0.078
291,0.081
292,0.063
293,0.081
294,0.084
295,0.077
296,0.077
297,0.080
298,0.088
299,0.078
300,0.060
301,0.081
302,0.089
303,0.089
304,0.110
305,0.111
306,0.135
307,0.110
308,0.110
309,0.107
310,0.113
311,0.111
312,0.110
313,0.110
314,0.138
315,0.114
316,0.111
317,0.112
318,0.113
319,0.113
320,0.117
321,0.113
322,0.134
323,0.114
324,0.111
325,0.111
326,0.110
327,0.141
328,0.113
329,0.113
330,0.114
331,0.111
332,0.110
333,0.111
334,0.115
335,0.111
336,0.113
337,0.112
338,0.112
339,0.112
340,0.112
341,0.111
342,0.113
343,0.090
344,0.113
345,0.112
346,0.140
347,0.113
348,0.111
349,0.111
350,0.113
351,0.111
352,0.111
353,0.090
354,0.113
355,0.113
356,0.112
357,0.103
358,0.114
359,0.113
360,0.125
361,0.090
362,0.099
363,0.111
364,0.114
365,0.111
366,0.113
367,0.109
368,0.112
369,0.111
370,0.115
371,0.112
372,0.111
373,0.140
374,0.113
375,0.143
376,0.112
377,0.113
378,0.106
379,0.111
380,0.112
381,0.112
382,0.114
383,0.111
384,0.112
385,0.112
386,0.113
387,0.112
388,0.113
389,0.111
390,0.111
391,0.111
392,0.113
393,0.090
394,0.113
395,0.118
396,0.112
397,0.111
398,0.113
399,0.112
400,0.116
