seq,rtt_ms
1,0.051
2,0.112
3,0.246
4,0.146
5,0.090
6,0.091
7,0.113
8,0.112
9,0.113
10,0.114
11,0.114
12,0.113
13,0.144
14,0.114
15,0.116
16,0.114
17,0.114
18,0.090
19,0.091
20,0.113
21,0.111
22,0.113
23,0.113
24,0.114
25,0.112
26,0.114
27,0.115
28,0.115
29,0.112
30,0.115
31,0.114
32,0.114
33,0.113
34,0.113
35,0.113
36,0.113
37,0.091
38,0.092
39,0.094
40,0.113
41,0.110
42,0.114
43,0.111
44,0.115
45,0.112
46,0.113
47,0.113
48,0.115
49,0.156
50,0.111
51,0.116
52,0.113
53,0.112
54,0.113
55,0.114
56,0.112
57,0.111
58,0.090
59,0.112
60,0.112
61,0.112
62,0.112
63,0.143
64,0.111
65,0.082
66,0.082
67,0.112
68,0.112
69,0.112
70,0.113
71,0.112
72,0.116
73,0.113
74,0.110
75,0.114
76,0.091
77,0.090
78,0.092
79,0.082
80,0.112
81,0.110
82,0.088
83,0.114
84,0.111
85,0.089
86,0.089
87,0.115
88,0.114
89,0.090
90,0.111
91,0.112
92,0.111
93,0.152
94,0.112
95,0.113
96,0.111
97,0.089
98,0.091
99,0.114
100,0.112
101,0.110
102,0.111
103,0.138
104,0.119
105,0.111
106,0.151
107,0.113
108,0.114
109,0.092
110,0.111
111,0.073
112,0.080
113,0.080
114,0.084
115,0.072
116,0.072
117,0.095
118,0.091
119,0.084
120,0.098
121,0.096
122,0.074
123,0.097
124,0.097
125,0.088
126,0.083
127,0.094
128,0.112
129,0.120
130,0.080
131,0.080
132,0.073
133,0.091
134,0.079
135,0.080
136,0.079
137,0.078
138,0.079
139,0.073
140,0.080
141,0.079
142,0.079
143,0.078
144,0.069
145,0.078
146,0.074
147,0.080
148,0.077
149,0.074
150,0.084
151,0.080
152,0.081
153,0.079
154,0.071
155,0.078
156,0.078
157,0.077
158,0.071
159,0.091
160,0.099
161,0.052
162,0.062
163,0.104
164,0.076
165,0.056
166,0.064
167,0.112
168,0.114
169,0.111
170,0.113
171,0.115
172,0.112
173,0.113
174,0.087
175,0.085
176,0.149
177,0.078
178,0.081
179,0.080
180,0.091
181,0.081
182,0.071
183,0.081
184,0.119
185,0.081
186,0.096
187,0.079
188,0.080
189,0.071
190,0.069
191,0.056
192,0.075
193,0.059
194,0.052
195,0.091
196,0.090
197,0.110
198,0.112
199,0.117
200,0.111
201,0.114
202,0.110
203,0.112
204,0.112
205,0.113
206,0.134
207,0.080
208,0.111
209,0.111
210,0.113
211,0.112
212,0.113
213,0.112
214,0.090
215,0.091
216,0.112
217,0.113
218,0.111
219,0.116
220,0.110
221,0.123
222,0.113
223,0.112
224,0.115
225,0.112
226,0.113
227,0.113
228,0.090
229,0.113
230,0.112
231,0.114
232,0.112
233,0.112
234,0.089
235,0.066
236,0.054
237,0.078
238,0.054
239,0.113
240,0.141
241,0.110
242,0.111
243,0.112
244,0.112
245,0.090
246,0.150
247,0.114
248,0.134
249,0.112
250,0.113
251,0.136
252,0.112
253,0.091
254,0.115
255,0.142
256,0.111
257,0.112
258,0.113
259,0.110
260,0.114
261,0.114
262,0.111
263,0.112
264,0.089
265,0.108
266,0.111
267,0.113
268,0.111
269,0.114
270,0.111
271,0.158
272,0.113
273,0.090
274,0.091
275,0.131
276,0.110
277,0.089
278,0.113
279,0.115
280,0.111
281,0.112
282,0.113
283,0.114
284,0.090
285,0.080
286,0.079
287,0.058
288,0.095
289,0.085
290,0.078
291,0.056
292,0.090
293,0.091
294,0.156
295,0.111
296,0.143
297,0.091
298,0.089
299,0.112
300,0.090
301,0.120
302,0.093
303,0.093
304,0.112
305,0.112
306,0.112
307,0.092
308,0.111
309,0.111
310,0.089
311,0.097
312,0.112
313,0.090
314,0.091
315,0.116
316,0.112
317,0.112
318,0.158
319,0.113
320,0.112
321,0.122
322,0.112
323,0.090
324,0.090
325,0.113
326,0.114
327,0.096
328,0.103
329,0.112
330,0.140
331,0.118
332,0.130
333,0.114
334,0.090
335,0.113
336,0.113
337,0.114
338,0.113
339,0.080
340,0.111
341,0.113
342,0.114
343,0.112
344,0.114
345,0.113
346,0.092
347,0.090
348,0.111
349,0.091
350,0.146
351,0.093
352,0.091
353,0.094
354,0.112
355,0.113
356,0.090
357,0.090
358,0.089
359,0.113
360,0.112
361,0.160
362,0.111
363,0.093
364,0.164
365,0.113
366,0.113
367,0.090
368,0.114
369,0.090
370,0.113
371,0.112
372,0.123
373,0.091
374,0.112
375,0.115
376,0.114
377,0.090
378,0.114
379,0.111
380,0.112
381,0.119
382,0.090
383,0.111
384,0.090
385,0.111
386,0.090
387,0.115
388,0.089
389,0.142
390,0.112
391,0.090
392,0.091
393,0.114
394,0.112
395,0.109
396,0.111
397,0.110
398,0.113
399,0.079
400,0.092
