t_ms,seq,rtt_ms
24518,473,0.091
24571,474,0.090
24622,475,0.117
24674,476,0.082
24727,477,0.072
24777,478,0.113
24828,479,0.075
24880,480,0.106
24932,481,0.069
24984,482,0.072
25036,483,0.075
25087,484,0.075
25138,485,0.073
25190,486,0.131
25242,487,0.087
25293,488,0.074
25344,489,0.075
25395,490,0.207
25447,491,0.073
25503,492,0.181
25555,493,0.112
25606,494,0.078
25656,495,0.094
25709,496,0.072
25759,497,0.071
25810,498,0.071
25862,499,0.073
25914,500,0.105
25965,501,0.067
26016,502,0.073
26068,503,0.111
26119,504,0.071
26171,505,0.067
26222,506,0.072
26273,507,0.078
26324,508,0.067
26376,509,0.070
26427,510,0.070
26478,511,0.070
26531,512,0.104
26582,513,0.135
26633,514,0.075
26685,515,0.102
26737,516,0.074
26789,517,0.070
26840,518,0.073
26892,519,0.071
26944,520,0.105
26995,521,0.071
27047,522,0.072
27097,523,0.107
27150,524,0.097
27200,525,0.074
27252,526,0.074
27303,527,0.074
27355,528,0.069
27406,529,0.070
27459,530,0.069
27510,531,0.143
27561,532,0.103
27611,533,0.074
27663,534,0.089
27715,535,0.064
27766,536,0.072
27817,537,0.068
27869,538,0.188
27921,539,0.092
27973,540,0.072
28025,541,0.069
28076,542,0.070
28127,543,0.072
28178,544,0.073
28229,545,0.072
28281,546,0.072
28335,547,0.075
28387,548,0.071
28439,549,0.130
28490,550,0.070
28544,551,0.095
28594,552,0.111
28646,553,0.099
28697,554,0.094
28751,555,0.074
28803,556,0.076
28855,557,0.068
28906,558,0.065
28959,559,0.067
29010,560,0.081
29063,561,0.075
29115,562,0.069
29169,563,0.086
29221,564,0.068
29273,565,0.076
29325,566,0.072
29377,567,0.069
29429,568,0.066
29480,569,0.063
29532,570,0.090
29583,571,0.126
29635,572,0.068
29687,573,0.071
29739,574,0.065
29791,575,0.070
29841,576,0.074
29892,577,0.074
29945,578,0.069
29998,579,0.074
