seq,rtt_ms
1,0.095
2,0.083
3,0.076
4,0.091
5,0.126
6,0.091
7,0.093
8,0.089
9,0.091
10,0.083
11,0.084
12,0.084
13,0.082
14,0.088
15,0.100
16,0.082
17,0.095
18,0.092
19,0.071
20,0.094
21,0.078
22,0.067
23,0.068
24,0.065
25,0.092
26,0.067
27,0.064
28,0.065
29,0.067
30,0.083
31,0.079
32,0.078
33,0.086
34,0.080
35,0.125
36,0.099
37,0.086
38,0.090
39,0.082
40,0.088
41,0.077
42,0.073
43,0.077
44,0.100
45,0.086
46,0.095
47,0.083
48,0.098
49,0.075
50,0.103
51,0.073
52,0.074
53,0.082
54,0.107
55,0.115
56,0.071
57,0.124
58,0.080
59,0.072
60,0.103
61,0.075
62,0.072
63,0.071
64,0.093
65,0.145
66,0.137
67,0.214
68,0.072
69,0.096
70,0.073
71,0.073
72,0.084
73,0.072
74,0.246
75,0.095
76,0.151
77,0.098
78,0.093
79,0.090
80,0.125
