seq,rtt_ms
1,0.110
2,0.096
3,0.086
4,0.080
5,0.080
6,0.078
7,0.074
8,0.077
9,0.077
10,0.075
11,0.093
12,0.089
13,0.083
14,0.073
15,0.075
16,0.078
17,0.075
18,0.111
19,0.074
20,0.085
21,0.092
22,0.090
23,0.069
24,0.071
25,0.077
26,0.082
27,0.078
28,0.075
29,0.317
30,0.145
31,0.085
32,0.096
33,0.081
34,0.088
35,0.087
36,0.087
37,0.088
38,0.114
39,0.067
40,0.109
41,0.088
42,0.084
43,0.075
44,0.073
45,0.074
46,0.078
47,0.073
48,0.075
49,0.194
50,0.119
51,0.076
52,0.068
53,0.078
54,0.077
55,0.075
56,0.074
57,0.075
58,0.073
59,0.084
60,0.086
61,0.082
62,0.076
63,0.073
64,0.074
65,0.089
66,0.070
67,0.065
68,0.065
69,0.106
70,0.074
71,0.066
72,0.072
73,0.077
74,0.071
75,0.071
76,0.070
77,0.072
78,0.071
79,0.125
80,0.095
