t_ms,seq,rtt_ms
68,1,0.127
118,2,0.119
169,3,0.117
221,4,0.102
271,5,0.072
323,6,0.072
376,7,0.071
427,8,0.074
479,9,0.074
531,10,0.071
581,11,0.071
633,12,0.075
686,13,0.119
738,14,0.115
791,15,0.072
843,16,0.104
894,17,0.063
947,18,0.125
998,19,0.080
1050,20,0.073
1101,21,0.072
1151,22,0.069
1204,23,0.128
1256,24,0.078
1308,25,0.074
1359,26,0.071
1409,27,0.071
1463,28,0.222
1515,29,0.073
1566,30,0.049
1617,31,0.071
1670,32,0.053
1722,33,0.073
1772,34,0.070
1824,35,0.075
1876,36,0.075
1927,37,0.197
1979,38,0.168
2030,39,0.079
2080,40,0.075
2132,41,0.072
2185,42,0.086
2235,43,0.101
2286,44,0.076
2338,45,0.073
2390,46,0.075
2443,47,0.076
2495,48,0.075
2546,49,0.072
2599,50,0.116
2650,51,0.073
2701,52,0.073
2753,53,0.166
2804,54,0.074
2855,55,0.074
2907,56,0.120
2959,57,0.123
3011,58,0.089
3063,59,0.120
3113,60,0.077
3166,61,0.075
3217,62,0.071
3270,63,0.243
3321,64,0.078
3372,65,0.072
3423,66,0.072
3474,67,0.072
3525,68,0.075
3576,69,0.073
3629,70,0.112
3680,71,0.074
3733,72,0.081
3785,73,0.074
3836,74,0.119
3886,75,0.109
3938,76,0.113
3991,77,0.113
4042,78,0.071
4095,79,0.090
4146,80,0.076
4197,81,0.150
4248,82,0.082
4299,83,0.076
4350,84,0.075
4401,85,0.080
4452,86,0.070
4504,87,0.074
4556,88,0.081
4608,89,0.099
4660,90,0.111
4710,91,0.075
4761,92,0.071
4814,93,0.090
4865,94,0.127
4916,95,0.100
4967,96,0.129
5018,97,0.075
5071,98,0.103
5122,99,0.074
5174,100,0.070
5225,101,0.073
5276,102,0.074
5327,103,0.075
5378,104,0.122
5429,105,0.073
5481,106,0.069
5533,107,0.103
5584,108,0.071
5635,109,0.073
5687,110,0.076
5739,111,0.080
5791,112,0.090
5843,113,0.061
5893,114,0.071
5946,115,0.121
5998,116,0.077
6049,117,0.077
6101,118,0.073
6151,119,0.074
6203,120,0.094
6254,121,0.111
6306,122,0.069
6359,123,0.118
6411,124,0.073
6462,125,0.083
6515,126,0.144
6566,127,0.072
6618,128,0.070
6671,129,0.073
6722,130,0.081
6774,131,0.098
6824,132,0.072
6875,133,0.106
6927,134,0.111
6978,135,0.080
7030,136,0.072
7083,137,0.073
7133,138,0.070
7185,139,0.109
7236,140,0.073
7287,141,0.081
7340,142,0.073
7391,143,0.074
7443,144,0.258
7494,145,0.081
7546,146,0.081
7598,147,0.070
7650,148,0.074
7700,149,0.107
7752,150,0.071
7803,151,0.105
7855,152,0.071
7912,153,0.131
7964,154,0.095
8015,155,0.073
8067,156,0.110
8118,157,0.083
8171,158,0.073
8222,159,0.103
8274,160,0.072
8325,161,0.104
8376,162,0.073
8426,163,0.070
8478,164,0.072
8529,165,0.080
8581,166,0.073
8632,167,0.064
8683,168,0.102
8736,169,0.227
8786,170,0.068
8838,171,0.073
8888,172,0.103
8940,173,0.128
8993,174,0.098
9044,175,0.077
9095,176,0.081
9146,177,0.078
9198,178,0.070
9250,179,0.078
9302,180,0.077
9354,181,0.112
9405,182,0.067
9457,183,0.065
9508,184,0.068
9560,185,0.068
9610,186,0.077
9663,187,0.106
9716,188,0.101
9767,189,0.073
9820,190,0.076
9871,191,0.069
9922,192,0.109
9975,193,0.100
10026,194,0.081
10079,195,0.083
10131,196,0.093
10184,197,0.105
10239,198,0.119
10286,199,0.086
10338,200,0.095
10390,201,0.093
10442,202,0.118
10492,203,0.119
10543,204,0.089
10597,205,0.098
10648,206,0.098
10699,207,0.089
10752,208,0.091
10838,209,0.197
10866,210,0.089
10912,211,0.137
10988,212,0.233
11014,213,0.132
11065,214,0.135
11118,215,0.107
11170,216,0.091
11222,217,0.085
11272,218,0.082
11324,219,0.120
11380,220,0.092
11428,221,0.089
11481,222,0.076
11533,223,0.071
11589,224,0.077
11639,225,0.537
11689,226,0.093
11740,227,0.098
11792,228,0.082
11845,229,0.147
11896,230,0.078
11949,231,0.108
12001,232,0.097
12055,233,0.188
12107,234,0.125
12158,235,0.078
12211,236,0.077
12263,237,0.082
12314,238,0.080
12366,239,0.089
12418,240,0.080
12470,241,0.085
12522,242,0.081
12573,243,0.076
12625,244,0.076
12678,245,0.072
12728,246,0.078
12779,247,0.075
12832,248,0.083
12887,249,0.141
12938,250,0.158
12989,251,0.095
13040,252,0.083
13093,253,0.074
