t_ms,seq,rtt_ms
55,1,0.101
105,2,0.101
157,3,0.084
209,4,0.063
261,5,0.071
313,6,0.060
365,7,0.056
416,8,0.081
468,9,0.061
520,10,0.072
572,11,0.064
623,12,0.072
675,13,0.062
728,14,0.135
778,15,0.074
829,16,0.066
886,17,0.227
935,18,0.116
986,19,0.065
1037,20,0.125
1088,21,0.063
1140,22,0.062
1191,23,0.060
1242,24,0.120
1293,25,0.054
1344,26,0.093
1395,27,0.062
1446,28,0.061
1497,29,0.115
1548,30,0.060
1599,31,0.096
1650,32,0.062
1703,33,0.067
1755,34,0.085
1805,35,0.064
1856,36,0.067
1907,37,0.088
1958,38,0.080
2010,39,0.118
2060,40,0.064
2111,41,0.093
2162,42,0.066
2213,43,0.067
2264,44,0.058
2315,45,0.055
2366,46,0.073
2417,47,0.113
2468,48,0.065
2519,49,0.065
2570,50,0.063
2621,51,0.065
2672,52,0.129
2723,53,0.127
2774,54,0.062
2825,55,0.064
2876,56,0.088
2928,57,0.074
2978,58,0.055
3029,59,0.066
3080,60,0.060
3132,61,0.088
3183,62,0.155
3233,63,0.063
3284,64,0.063
3335,65,0.157
3387,66,0.152
3438,67,0.069
3489,68,0.074
3541,69,0.081
3592,70,0.075
3643,71,0.080
3695,72,0.075
3747,73,0.063
3799,74,0.101
3851,75,0.063
3904,76,0.420
3953,77,0.099
4005,78,0.065
4057,79,0.057
4108,80,0.059
4160,81,0.081
4212,82,0.071
4266,83,0.061
4316,84,0.068
4369,85,0.135
4420,86,0.108
4474,87,0.073
4523,88,0.108
4575,89,0.071
4627,90,0.074
4683,91,0.138
4733,92,0.074
4784,93,0.079
4835,94,0.136
4891,95,0.095
4941,96,0.080
4992,97,0.073
5043,98,0.093
5098,99,0.081
5148,100,0.074
5199,101,0.073
5251,102,0.103
5307,103,0.096
5357,104,0.072
5408,105,0.071
5460,106,0.073
5514,107,0.232
5565,108,0.076
5616,109,0.075
5667,110,0.075
5721,111,0.074
5772,112,0.071
5823,113,0.061
5875,114,0.207
5931,115,0.100
5981,116,0.101
6032,117,0.069
6084,118,0.073
6138,119,0.087
6189,120,0.064
6240,121,0.068
6291,122,0.075
6345,123,0.074
6396,124,0.082
6448,125,0.069
6499,126,0.060
6552,127,0.082
6603,128,0.101
6654,129,0.067
6705,130,0.072
6757,131,0.074
6808,132,0.073
6861,133,0.103
6912,134,0.105
6964,135,0.078
7016,136,0.073
7068,137,0.068
7119,138,0.072
7171,139,0.081
7222,140,0.119
7273,141,0.076
7324,142,0.071
7376,143,0.073
7428,144,0.078
7480,145,0.072
7531,146,0.100
7582,147,0.105
