t_ms,seq,rtt_ms
86,1,0.112
136,2,0.085
186,3,0.095
238,4,0.057
289,5,0.054
341,6,0.055
392,7,0.056
443,8,0.052
494,9,0.049
545,10,0.053
596,11,0.050
647,12,0.050
698,13,0.048
749,14,0.047
802,15,0.045
853,16,0.045
905,17,0.059
957,18,0.044
1009,19,0.101
1061,20,0.076
1113,21,0.070
1165,22,0.065
1217,23,0.073
1269,24,0.061
1321,25,0.067
1373,26,0.062
1425,27,0.064
1477,28,0.060
1529,29,0.060
1581,30,0.066
1632,31,0.061
1684,32,0.066
1735,33,0.063
1787,34,0.115
1838,35,0.063
1889,36,0.079
1941,37,0.058
1992,38,0.095
2044,39,0.119
2095,40,0.083
2146,41,0.076
2198,42,0.065
2250,43,0.096
2302,44,0.063
2353,45,0.061
2406,46,0.073
2457,47,0.070
2508,48,0.064
2559,49,0.071
2611,50,0.191
2662,51,0.071
2712,52,0.429
2763,53,0.072
2814,54,0.110
2866,55,0.074
2917,56,0.073
2969,57,0.069
3020,58,0.143
3072,59,0.077
3123,60,0.071
3175,61,0.072
3227,62,0.078
3277,63,0.072
3329,64,0.071
3380,65,0.070
3431,66,0.072
3482,67,0.073
3533,68,0.138
3584,69,0.062
3636,70,0.112
3688,71,0.071
3738,72,0.069
3790,73,0.067
3841,74,0.065
3892,75,0.104
3943,76,0.065
3996,77,0.081
4048,78,0.093
4099,79,0.073
4151,80,0.118
4202,81,0.118
4252,82,0.064
4304,83,0.115
4356,84,0.119
4406,85,0.072
4457,86,0.094
4509,87,0.073
4561,88,0.069
4613,89,0.114
4664,90,0.108
4717,91,0.129
4768,92,0.067
4818,93,0.068
4869,94,0.063
4921,95,0.111
4971,96,0.070
5022,97,0.075
5074,98,0.139
5125,99,0.065
5176,100,0.062
5228,101,0.072
5278,102,0.061
5329,103,0.064
5380,104,0.062
5433,105,0.125
5483,106,0.063
5534,107,0.073
5587,108,0.134
5637,109,0.062
5688,110,0.064
5740,111,0.074
5791,112,0.060
5843,113,0.355
5895,114,0.063
5947,115,0.065
5999,116,0.106
6051,117,0.115
6102,118,0.067
6153,119,0.076
6204,120,0.067
6256,121,0.078
6308,122,0.076
6359,123,0.075
6410,124,0.066
6461,125,0.074
6513,126,0.067
6565,127,0.076
6617,128,0.082
6670,129,0.072
6721,130,0.071
6772,131,0.077
6823,132,0.072
6875,133,0.132
