t_ms,seq,rtt_ms
83,1,0.094
137,2,0.167
185,3,0.071
237,4,0.066
289,5,0.066
341,6,0.062
393,7,0.078
445,8,0.070
496,9,0.066
547,10,0.065
601,11,0.203
652,12,0.073
704,13,0.249
755,14,0.223
810,15,0.453
860,16,0.068
911,17,0.073
963,18,0.097
1014,19,0.092
1065,20,0.064
1116,21,0.062
1167,22,0.195
1218,23,0.082
1269,24,0.088
1320,25,0.064
1370,26,0.064
1422,27,0.101
1472,28,0.065
1523,29,0.064
1578,30,0.066
1629,31,0.067
1679,32,0.068
1731,33,0.097
1782,34,0.096
1831,35,0.073
1881,36,0.065
1933,37,0.229
1983,38,0.062
2035,39,0.119
2085,40,0.062
2138,41,0.315
2189,42,0.072
2239,43,0.067
2291,44,0.099
2342,45,0.065
2394,46,0.064
2446,47,0.110
2497,48,0.064
2548,49,0.063
2598,50,0.062
2649,51,0.072
2701,52,0.102
2752,53,0.194
2803,54,0.160
2854,55,0.098
2904,56,0.066
2955,57,0.064
3006,58,0.064
3058,59,0.066
3108,60,0.065
3161,61,0.079
3211,62,0.066
3263,63,0.081
3314,64,0.068
3365,65,0.066
3415,66,0.063
3466,67,0.069
3517,68,0.064
3569,69,0.095
3620,70,0.063
3673,71,0.084
3726,72,0.179
3778,73,0.087
3830,74,0.070
3882,75,0.109
3933,76,0.073
3984,77,0.095
4035,78,0.083
4087,79,0.075
4140,80,0.071
4192,81,0.104
4243,82,0.169
4295,83,0.082
4346,84,0.150
4397,85,0.149
4449,86,0.075
4501,87,0.102
4553,88,0.089
4604,89,0.113
4660,90,0.163
4714,91,0.183
4769,92,0.151
4823,93,0.119
4876,94,0.127
4925,95,0.075
4975,96,0.107
5026,97,0.067
5078,98,0.104
5130,99,0.062
5181,100,0.109
5231,101,0.067
5282,102,0.066
5334,103,0.074
5385,104,0.164
5435,105,0.065
5487,106,0.078
5537,107,0.101
5589,108,0.069
5640,109,0.064
5691,110,0.066
5742,111,0.099
5793,112,0.089
5843,113,0.066
5895,114,0.110
5946,115,0.069
5997,116,0.068
6047,117,0.075
6099,118,0.206
6150,119,0.066
6201,120,0.074
6252,121,0.084
6303,122,0.095
6354,123,0.061
6405,124,0.066
6456,125,0.066
6506,126,0.063
6558,127,0.111
6609,128,0.107
6660,129,0.098
6710,130,0.087
6762,131,0.093
6813,132,0.075
6864,133,0.071
6914,134,0.071
6966,135,0.063
7018,136,0.083
7070,137,0.075
7123,138,0.077
7174,139,0.077
7226,140,0.067
7278,141,0.068
7331,142,0.062
7383,143,0.061
7434,144,0.060
7486,145,0.058
7538,146,0.067
7589,147,0.061
7641,148,0.071
7693,149,0.064
7746,150,0.110
7797,151,0.081
7848,152,0.073
7900,153,0.061
7954,154,0.064
8005,155,0.062
8055,156,0.066
8107,157,0.064
8157,158,0.066
8209,159,0.093
8260,160,0.162
8310,161,0.062
8362,162,0.105
8412,163,0.063
8464,164,0.096
8515,165,0.103
8566,166,0.156
8617,167,0.064
8668,168,0.067
8719,169,0.085
8770,170,0.094
8821,171,0.065
8874,172,0.060
8925,173,0.105
8976,174,0.061
9027,175,0.064
9078,176,0.095
9129,177,0.065
9180,178,0.066
9231,179,0.066
9281,180,0.063
9333,181,0.166
9384,182,0.066
9434,183,0.065
9485,184,0.065
9535,185,0.064
9587,186,0.062
9637,187,0.062
9689,188,0.064
9740,189,0.099
9791,190,0.073
9842,191,0.059
9893,192,0.094
9953,193,0.105
9996,194,0.068
10047,195,0.064
10097,196,0.062
10149,197,0.071
10200,198,0.094
10251,199,0.064
10302,200,0.069
10352,201,0.065
10404,202,0.063
10455,203,0.063
10506,204,0.092
10557,205,0.065
10608,206,0.061
10659,207,0.090
10711,208,0.099
10761,209,0.224
10812,210,0.097
10863,211,0.059
10914,212,0.101
10965,213,0.078
11020,214,0.065
11070,215,0.064
11121,216,0.064
11172,217,0.073
11226,218,0.069
11276,219,0.062
11327,220,0.065
11378,221,0.065
11430,222,0.061
