t_ms,seq,rtt_ms
93,1,0.084
142,2,0.117
193,3,0.079
244,4,0.068
297,5,0.075
348,6,0.105
401,7,0.076
454,8,0.099
504,9,0.107
557,10,0.349
609,11,0.728
661,12,0.068
713,13,0.081
766,14,0.107
816,15,0.330
867,16,0.066
917,17,0.063
970,18,0.058
1021,19,0.064
1071,20,0.062
1123,21,0.061
1173,22,0.075
1225,23,0.064
1276,24,0.063
1327,25,0.064
1378,26,0.064
1429,27,0.068
1481,28,0.064
1532,29,0.064
1582,30,0.062
1634,31,0.062
1685,32,0.065
1735,33,0.072
1786,34,0.071
1839,35,0.065
1890,36,0.063
1941,37,0.065
1991,38,0.060
2042,39,0.061
2093,40,0.061
2145,41,0.067
2196,42,0.062
2248,43,0.064
2298,44,0.063
2349,45,0.065
2400,46,0.062
2452,47,0.063
2504,48,0.062
2556,49,0.060
2607,50,0.062
2658,51,0.062
2709,52,0.086
2762,53,0.093
2813,54,0.660
2863,55,0.062
2914,56,0.061
2965,57,0.061
3017,58,0.061
3068,59,0.125
3119,60,0.062
3170,61,0.066
3222,62,0.061
3274,63,0.070
3325,64,0.063
3375,65,0.060
3426,66,0.066
3477,67,0.063
3529,68,0.103
3579,69,0.062
3631,70,0.062
3682,71,0.070
3733,72,0.077
3784,73,0.078
3835,74,0.068
3886,75,0.068
3938,76,0.065
3989,77,0.065
4039,78,0.067
4090,79,0.067
4141,80,0.070
4193,81,0.069
4244,82,0.084
4297,83,0.072
4349,84,0.062
4400,85,0.088
4451,86,0.070
4502,87,0.067
4553,88,0.076
4604,89,0.091
4661,90,0.101
4714,91,0.216
4781,92,0.514
4830,93,0.115
4881,94,0.073
4932,95,0.066
4982,96,0.076
5034,97,0.061
5084,98,0.066
5136,99,0.065
5187,100,0.059
5238,101,0.064
5288,102,0.065
5340,103,0.067
5391,104,0.095
5442,105,0.063
5492,106,0.065
5546,107,0.068
5597,108,0.063
5648,109,0.101
5699,110,0.206
5750,111,0.074
5801,112,0.172
5851,113,0.062
5903,114,0.064
5954,115,0.064
6005,116,0.155
6056,117,0.065
6107,118,0.092
6158,119,0.069
6209,120,0.063
6260,121,0.078
6311,122,0.067
6361,123,0.095
6413,124,0.062
6463,125,0.063
6515,126,0.061
6567,127,0.065
6617,128,0.066
6667,129,0.062
6719,130,0.101
6770,131,0.070
6821,132,0.074
6872,133,0.061
6923,134,0.064
6973,135,0.060
7026,136,0.072
7076,137,0.064
7127,138,0.075
7177,139,0.074
7229,140,0.075
7280,141,0.065
7331,142,0.065
7382,143,0.139
7432,144,0.101
7484,145,0.063
7535,146,0.094
7586,147,0.107
7637,148,0.071
7688,149,0.067
7739,150,0.110
7791,151,0.095
7841,152,0.080
7892,153,0.184
7943,154,0.162
7994,155,0.064
8045,156,0.171
8096,157,0.065
8147,158,0.157
8198,159,0.072
8250,160,0.091
8301,161,0.099
8352,162,0.068
8403,163,0.066
8454,164,0.097
8504,165,0.064
8556,166,0.071
8607,167,0.071
8658,168,0.069
8709,169,0.088
8761,170,0.124
8811,171,0.075
8861,172,0.067
8913,173,0.065
8965,174,0.161
9014,175,0.062
9066,176,0.096
9117,177,0.332
9168,178,0.068
9219,179,0.065
9270,180,0.068
9321,181,0.078
9372,182,0.072
9423,183,0.067
9473,184,0.100
9525,185,0.073
9576,186,0.061
9626,187,0.063
9678,188,0.093
9729,189,0.187
9781,190,0.184
9831,191,0.065
9882,192,0.065
9938,193,0.357
9987,194,0.079
10037,195,0.066
10089,196,0.162
10140,197,0.078
10191,198,0.067
10242,199,0.067
10293,200,0.080
10344,201,0.169
10395,202,0.068
10445,203,0.064
10497,204,0.064
10548,205,0.140
10598,206,0.064
10650,207,0.062
10701,208,0.239
10753,209,0.091
10803,210,0.071
10853,211,0.145
10903,212,0.099
10956,213,0.068
