t_ms,seq,rtt_ms
82,1,0.100
133,2,0.092
184,3,0.077
239,4,0.079
290,5,0.070
341,6,0.063
393,7,0.062
445,8,0.061
497,9,0.090
549,10,0.116
601,11,0.075
652,12,0.073
703,13,0.071
754,14,0.070
806,15,0.081
858,16,0.070
910,17,0.100
962,18,0.080
1014,19,0.075
1065,20,0.070
1116,21,0.069
1168,22,0.071
1219,23,0.069
1271,24,0.070
1323,25,0.074
1375,26,0.103
1425,27,0.067
1477,28,0.117
1528,29,0.121
1579,30,0.080
1631,31,0.071
1682,32,0.105
1734,33,0.074
1786,34,0.075
1837,35,0.069
1888,36,0.071
1939,37,0.073
1991,38,0.106
2043,39,0.071
2095,40,0.071
2147,41,0.076
2198,42,0.073
2250,43,0.073
2300,44,0.106
2351,45,0.073
2402,46,0.103
2454,47,0.082
2505,48,0.106
2557,49,0.094
2608,50,0.075
2660,51,0.104
2711,52,0.072
2762,53,0.076
2815,54,0.069
2866,55,0.082
2917,56,0.069
2969,57,0.066
3020,58,0.066
3071,59,0.061
3123,60,0.081
3174,61,0.067
3225,62,0.067
3277,63,0.066
3328,64,0.061
3380,65,0.067
3432,66,0.072
3484,67,0.089
3536,68,0.106
3587,69,0.069
3638,70,0.066
3689,71,0.065
3742,72,0.083
3792,73,0.066
3843,74,0.064
3895,75,0.063
3946,76,0.063
3999,77,0.067
4049,78,0.065
4100,79,0.061
4152,80,0.072
4206,81,0.063
4255,82,0.066
4307,83,0.115
4358,84,0.065
4410,85,1.040
4459,86,0.075
4511,87,0.549
4563,88,0.084
4615,89,0.075
4668,90,0.073
4719,91,0.083
4772,92,0.104
4823,93,0.085
4874,94,0.074
4925,95,0.073
4977,96,0.070
5028,97,0.070
5079,98,0.071
5130,99,0.072
5182,100,0.073
5234,101,0.095
5289,102,0.076
5339,103,0.105
5390,104,0.073
5440,105,0.070
5491,106,0.073
5542,107,0.103
5595,108,0.114
5645,109,0.071
5697,110,0.081
5748,111,0.085
5801,112,0.075
5851,113,0.071
5903,114,0.071
5956,115,0.084
6006,116,0.072
6059,117,0.096
6110,118,0.212
6163,119,0.108
6214,120,0.069
6266,121,0.074
6317,122,0.073
6368,123,0.073
6419,124,0.073
6471,125,0.069
6521,126,0.098
6574,127,0.075
6625,128,0.074
6677,129,0.080
6729,130,0.084
6780,131,0.075
6832,132,0.071
6884,133,0.108
6935,134,0.071
6986,135,0.072
7038,136,0.063
7089,137,0.068
7142,138,0.072
7192,139,0.100
7243,140,0.069
7294,141,0.072
7346,142,0.072
7398,143,0.104
7451,144,0.069
7505,145,0.135
7553,146,0.082
7605,147,0.075
7656,148,0.071
7708,149,0.067
7760,150,0.073
7812,151,0.071
7864,152,0.147
7915,153,0.119
7966,154,0.145
8019,155,0.070
8070,156,0.076
8123,157,0.083
8174,158,0.074
8226,159,0.073
8278,160,0.072
8330,161,0.073
8382,162,0.073
8434,163,0.101
8485,164,0.070
8538,165,0.114
8590,166,0.076
8641,167,0.089
8693,168,0.065
8744,169,0.090
8796,170,0.065
8848,171,0.071
8900,172,0.122
8950,173,0.064
9002,174,0.058
9053,175,0.070
9105,176,0.073
9156,177,0.064
9207,178,0.106
9258,179,0.058
9310,180,0.087
9361,181,0.059
9413,182,0.071
9465,183,0.084
9516,184,0.082
9568,185,0.078
9619,186,0.074
9671,187,0.061
9721,188,0.056
9773,189,0.055
9824,190,0.089
9875,191,0.078
9927,192,0.086
9978,193,0.084
10031,194,0.124
10083,195,0.313
10135,196,0.235
10186,197,0.074
10240,198,3.190
10288,199,0.089
10341,200,0.103
10392,201,0.062
10447,202,0.148
10500,203,0.104
10551,204,0.076
10601,205,0.076
10656,206,0.099
10707,207,0.053
10758,208,0.057
10808,209,0.070
10864,210,0.067
10914,211,0.058
10965,212,0.056
11017,213,0.073
11070,214,0.064
11120,215,0.071
11172,216,0.071
11222,217,0.059
11293,218,0.138
11348,219,0.118
11400,220,0.550
11454,221,0.065
11503,222,0.127
11553,223,0.091
11603,224,0.095
11654,225,0.080
11705,226,0.075
11756,227,0.094
11807,228,0.073
11859,229,0.072
11912,230,0.099
11964,231,0.056
12016,232,0.071
12066,233,0.086
12119,234,0.075
12171,235,0.069
12223,236,0.070
12274,237,0.072
12324,238,0.073
12375,239,0.070
12427,240,0.070
12478,241,0.070
12530,242,0.099
12582,243,0.104
12633,244,0.102
12684,245,0.070
12735,246,0.087
12787,247,0.077
12838,248,0.106
12889,249,0.070
12940,250,0.069
12991,251,0.074
13042,252,0.070
13094,253,0.071
13147,254,0.073
13197,255,0.069
13248,256,0.097
13299,257,0.071
13351,258,0.068
13403,259,0.071
13455,260,0.073
13507,261,0.100
13557,262,0.101
13611,263,0.089
13660,264,0.067
13710,265,0.074
13762,266,0.074
13814,267,0.073
13865,268,0.071
13916,269,0.099
13968,270,0.071
14018,271,0.070
14070,272,0.069
14122,273,0.068
14173,274,0.103
14225,275,0.069
14276,276,0.071
14327,277,0.070
14379,278,0.081
14430,279,0.070
14482,280,0.078
14534,281,0.119
14586,282,0.098
14638,283,0.074
14690,284,0.072
14742,285,0.074
14792,286,0.072
14845,287,0.148
14895,288,0.071
14947,289,0.068
14999,290,0.082
15051,291,0.101
15104,292,0.072
15155,293,0.072
15207,294,0.068
15259,295,0.070
15312,296,0.071
15363,297,0.082
15413,298,0.101
15465,299,0.073
15518,300,0.195
15568,301,0.110
15619,302,0.070
15671,303,0.072
15722,304,0.069
15773,305,0.074
15824,306,0.068
15876,307,0.073
15928,308,0.071
15981,309,0.071
16032,310,0.070
16084,311,0.072
16136,312,0.070
16187,313,0.071
16238,314,0.070
16290,315,0.066
16341,316,0.067
16392,317,0.070
16444,318,0.071
16496,319,0.147
16549,320,0.203
16599,321,0.123
16656,322,0.111
16707,323,0.073
16758,324,0.072
16810,325,0.102
16863,326,0.071
16915,327,0.132
16964,328,0.112
17015,329,0.069
17068,330,0.100
17119,331,0.070
17171,332,0.074
17221,333,0.070
17272,334,0.069
17323,335,0.071
17374,336,0.070
17426,337,0.069
17477,338,0.104
17530,339,0.120
17581,340,0.074
17634,341,0.071
17684,342,0.099
17735,343,0.082
17787,344,0.071
17838,345,0.070
17890,346,0.071
17943,347,0.108
17994,348,0.070
18045,349,0.069
18098,350,0.071
18149,351,0.077
18200,352,0.072
18253,353,0.122
18303,354,0.071
18355,355,0.072
18407,356,0.071
18457,357,0.072
18509,358,0.105
18561,359,0.097
18610,360,0.076
18662,361,0.076
18714,362,0.106
18766,363,0.080
18817,364,0.074
18869,365,0.101
18920,366,0.071
18974,367,0.078
19025,368,0.073
19076,369,0.072
19127,370,0.072
19179,371,0.077
19231,372,0.074
19282,373,0.066
19334,374,0.107
19385,375,0.103
19437,376,0.068
19489,377,0.066
19541,378,0.111
19592,379,0.088
19645,380,0.106
19696,381,0.080
19748,382,0.077
19800,383,0.084
19851,384,0.070
19903,385,0.071
19960,386,0.078
20007,387,0.080
20059,388,0.072
20110,389,0.072
20161,390,0.098
20212,391,0.071
20263,392,0.073
20314,393,0.073
20366,394,0.070
20419,395,0.069
20470,396,0.120
20522,397,0.106
20572,398,0.080
20623,399,0.063
20675,400,0.106
20726,401,0.072
20778,402,0.072
20829,403,0.107
20882,404,0.080
20934,405,0.072
20985,406,0.073
21036,407,0.105
21088,408,0.104
21139,409,0.069
21191,410,0.072
21242,411,0.072
21293,412,0.086
21346,413,0.075
21396,414,0.070
21449,415,0.074
21501,416,0.102
21553,417,0.144
21604,418,0.095
21655,419,0.083
21706,420,0.073
21757,421,0.100
21809,422,0.069
21860,423,0.074
21911,424,0.071
21962,425,0.071
22018,426,0.129
